SKU,Descripcion,Categoria,Proveedor,PriceARS,StockQty
BRE7330,"Llave Allen Estándar 1/8"" (3.2mm) - BREMEN",Llaves,Bremen,0,0
BRE7331,"Llave Allen Estándar 9/64"" (3.6mm) - BREMEN",Llaves,Bremen,0,0
BRE7332,"Llave Allen Estándar 5/32"" (4.0mm) - BREMEN",Llaves,Bremen,0,0
BRE7333,"Llave Allen Estándar 3/16"" (4.8mm) - BREMEN",Llaves,Bremen,0,0
BRE7334,"Llave Allen Estándar 7/32"" (5.5mm) - BREMEN",Llaves,Bremen,0,0
BRE7335,"Llave Allen Estándar 1/4"" (6.4mm) - BREMEN",Llaves,Bremen,0,0
BRE7336,"Llave Allen Estándar 5/16"" (8.0mm) - BREMEN",Llaves,Bremen,0,0
BRE7337,"Llave Allen Estándar 3/8"" (9.5mm) - BREMEN",Llaves,Bremen,0,0
BRE7338,"Llave Allen Estándar 1/2"" (12mm) x2 Unidades - BREMEN",Llaves,Bremen,0,0
BRE7339,"Llave Allen Estándar 5/8"" (16mm) - BREMEN",Llaves,Bremen,0,0
BRE7340,"Llave Allen Estándar 3/4"" (19mm) - BREMEN",Llaves,Bremen,0,0
BRE7341,"Llave Allen Estándar 7/8"" (22.2mm) - BREMEN",Llaves,Bremen,0,0
BRE7342,Juego Llaves Allen x10 Piezas mm - BREMEN,Juegos y Sets,Bremen,0,0
BRE7343,Juego Llaves Allen x10 Piezas SAE - BREMEN,Juegos y Sets,Bremen,0,0
BRE7344,Boquilla Cortes Rectos Repuesto para Roedora - BREMEN,Varios,Bremen,0,0
BRE7345X1,Precinto Nylon Liviano Blanco 80x2.5mm x1 Unidad - BREMEN,Cintas y Precintos,Bremen,0,0
BRE7346X1,Precinto Nylon Liviano Negro 80x2.5mm x1 Unidad - BREMEN,Cintas y Precintos,Bremen,0,0
BRE7347X1,Precinto Nylon Liviano Blanco 100x2.5mm x1 Unidad - BREMEN,Cintas y Precintos,Bremen,0,0
BRE7348x1,Precinto Nylon Liviano Negro 100x2.5mm x1 Unidad - BREMEN,Cintas y Precintos,Bremen,0,0
BRE7349X1,Precinto Nylon Liviano Negro 140x2.5mm x1 Unidad - BREMEN,Cintas y Precintos,Bremen,0,0
BRE7350X1,Precinto Nylon Intermedio Blanco 150x3.6mm x1 Unidad - BREMEN,Cintas y Precintos,Bremen,0,0
BRE7351X1,Precinto Nylon Intermedio Negro 150x3.6mm x1 Unidad - BREMEN,Cintas y Precintos,Bremen,0,0
BRE7352x1,Precinto Nylon Intermedio Blanco 200x3.6mm x1 Unidad - BREMEN,Cintas y Precintos,Bremen,0,0
BRE7353X1,Precinto Nylon Intermedio Negro 200x3.6mm x1 Unidad - BREMEN,Cintas y Precintos,Bremen,0,0
BRE7354X1,Precinto Nylon Intermedio Blanco 225x3.6mm x1 Unidad - BREMEN,Cintas y Precintos,Bremen,0,0
BRE7355X1,Precinto Nylon Intermedio Negro 225x3.6mm x1 Unidad - BREMEN,Cintas y Precintos,Bremen,0,0
BRE7356X1,Precinto Nylon Intermedio Blanco 250x3.6mm x1 Unidad - BREMEN,Cintas y Precintos,Bremen,0,0
BRE7357X1,Precinto Nylon Intermedio Negro 250x3.6mm x1 Unidad - BREMEN,Cintas y Precintos,Bremen,0,0
BRE7358X1,Precinto Nylon Intermedio Negro 300x3.6mm x1 Unidad - BREMEN,Cintas y Precintos,Bremen,0,0
BRE7359X1,Precinto Nylon Estándar Blanco 150x5.0mm x1 Unidad - BREMEN,Cintas y Precintos,Bremen,0,0
BRE7360X1,Precinto Nylon Estándar Negro 150x5.0mm x1 Unidad - BREMEN,Cintas y Precintos,Bremen,0,0
BRE7361X1,Precinto Nylon Estándar Blanco 180x4.7mm x1 Unidad - BREMEN,Cintas y Precintos,Bremen,0,0
BRE7362X1,Precinto Nylon Estándar Negro 180x4.7mm x1 Unidad - BREMEN,Cintas y Precintos,Bremen,0,0
BRE7363x1,Precinto Nylon Estándar Blanco 200x4.7mm x1 Unidad - BREMEN,Cintas y Precintos,Bremen,0,0
BRE7364X1,Precinto Nylon Estándar Negro 200x4.7mm x1 Unidad - BREMEN,Cintas y Precintos,Bremen,0,0
BRE7365X1,Precinto Nylon Estándar Blanco 225x4.7mm x1 Unidad - BREMEN,Cintas y Precintos,Bremen,0,0
BRE7366X1,Precinto Nylon Estándar Negro 225x4.7mm x1 Unidad - BREMEN,Cintas y Precintos,Bremen,0,0
BRE7367X1,Precinto Nylon Estándar Blanco 250x4.7mm x1 Unidad - BREMEN,Cintas y Precintos,Bremen,0,0
BRE7368X1,Precinto Nylon Estándar Negro 250x4.7mm x1 Unidad - BREMEN,Cintas y Precintos,Bremen,0,0
BRE7369X1,Precinto Nylon Estándar Blanco 300x4.7mm x1 Unidad - BREMEN,Cintas y Precintos,Bremen,0,0
BRE7370X1,Precinto Nylon Estándar Negro 300x4.7mm x1 Unidad - BREMEN,Cintas y Precintos,Bremen,0,0
BRE7371X1,Precinto Nylon Estándar Gris 300x4.7mm x1 Unidad - BREMEN,Cintas y Precintos,Bremen,0,0
BRE7372X1,Precinto Nylon Estándar Blanco 380x4.7mm x1 Unidad - BREMEN,Cintas y Precintos,Bremen,0,0
BRE7373X1,Precinto Nylon Estándar Negro 380x4.7mm x1 Unidad - BREMEN,Cintas y Precintos,Bremen,0,0
BRE7374X1,Precinto Nylon Estándar Gris 380x4.7mm x1 Unidad - BREMEN,Cintas y Precintos,Bremen,0,0
BRE7375x1,Precinto Nylon Estándar Blanco 400x4.7mm x1 Unidad - BREMEN,Cintas y Precintos,Bremen,0,0
BRE7376X1,Precinto Nylon Estándar Negro 400x4.7mm x1 Unidad - BREMEN,Cintas y Precintos,Bremen,0,0
BRE7377X1,Precinto Nylon Pesado Blanco 300x7.2mm x1 Unidad - BREMEN,Cintas y Precintos,Bremen,0,0
BRE7378X1,Precinto Nylon Pesado Negro 300x7.2mm x1 Unidad - BREMEN,Cintas y Precintos,Bremen,0,0
BRE7379X1,Precinto Nylon Pesado Negro 350x7.2mm x1 Unidad - BREMEN,Cintas y Precintos,Bremen,0,0
BRE7380X1,Precinto Nylon Pesado Negro 400x7.2mm x1 Unidad - BREMEN,Cintas y Precintos,Bremen,0,0
BRE7381X1,Precinto Nylon Pesado Negro 450x7.2mm x1 Unidad - BREMEN,Cintas y Precintos,Bremen,0,0
BRE7382X1,Precinto Nylon Extra Pesado Negro 550x9.0mm x1 Unidad - BREMEN,Cintas y Precintos,Bremen,0,0
BRE7383X1,Precinto Nylon Extra Pesado Negro 630x9.0mm x1 Unidad - BREMEN,Cintas y Precintos,Bremen,0,0
BRE7384X1,Precinto Nylon Extra Pesado Negro 720x9.0mm x1 Unidad - BREMEN,Cintas y Precintos,Bremen,0,0
BRE7386,Pistola Aplicadora Profesional 600ml - BREMEN,Varios,Bremen,0,0
BRE7387,Repuesto Aluminio para Pistola Aplicadora 1 Unidad - BREMEN,Varios,Bremen,0,0
BRE7388,Pico para Pistola Aplicadora - BREMEN,Varios,Bremen,0,0
BRE7389,"Adaptador 1/4"" Hexagonal x 3/8"" Macho 65mm CrVa - BREMEN",Albañilería,Bremen,0,0
BRE7390,"Adaptador 1/4"" Hexagonal x 1/2"" Macho 72mm CrVa - BREMEN",Albañilería,Bremen,0,0
BRE7391,"Pico Loro Profesional Ajuste Rápido 9 1/2"" - BREMEN",Varios,Bremen,0,0
BRE7392,Repuesto Plástico Interno Pico Pistola Aplicadora - BREMEN,Varios,Bremen,0,0
BRE7393,Destornillador Phillips #1 5x300mm Mango Goma - BREMEN,Destornilladores,Bremen,0,0
BRE7394,Destornillador Phillips #2 6x300mm Mango Goma - BREMEN,Destornilladores,Bremen,0,0
BRE7395,Destornillador Electrónica Plano 3x100mm - BREMEN,Destornilladores,Bremen,0,0
BRE7396,Destornillador Electrónica Plano 3x150mm - BREMEN,Destornilladores,Bremen,0,0
BRE7397,Destornillador Electrónica Plano 4x100mm - BREMEN,Destornilladores,Bremen,0,0
BRE7398,Destornillador Electrónica Plano 4x150mm - BREMEN,Destornilladores,Bremen,0,0
BRE7399,Regla Acero Inoxidable 60cmx1.0mm con Estuche - BREMEN,Varios,Bremen,0,0
BRE7400,Regla Acero Inoxidable 1m x 1.2mm con Estuche - BREMEN,Varios,Bremen,0,0
BRE7401,Mecha Paleta Tricúspide Madera 6mm - BREMEN,Herramientas Electricas,Bremen,0,0
BRE7402,Mecha Paleta Tricúspide Madera 8mm - BREMEN,Herramientas Electricas,Bremen,0,0
BRE7403,Mecha Paleta Tricúspide Madera 10mm - BREMEN,Herramientas Electricas,Bremen,0,0
BRE7404,Mecha Paleta Tricúspide Madera 12mm - BREMEN,Herramientas Electricas,Bremen,0,0
BRE7405,Mecha Paleta Tricúspide Madera 14mm - BREMEN,Herramientas Electricas,Bremen,0,0
BRE7406,Mecha Paleta Tricúspide Madera 16mm - BREMEN,Herramientas Electricas,Bremen,0,0
BRE7407,Mecha Paleta Tricúspide Madera 18mm - BREMEN,Herramientas Electricas,Bremen,0,0
BRE7408,Mecha Paleta Tricúspide Madera 20mm - BREMEN,Herramientas Electricas,Bremen,0,0
BRE7409,Mecha Paleta Tricúspide Madera 22mm - BREMEN,Herramientas Electricas,Bremen,0,0
BRE7410,Mecha Paleta Tricúspide Madera 25mm - BREMEN,Herramientas Electricas,Bremen,0,0
BRE7411,Mecha Paleta Tricúspide Madera 28mm - BREMEN,Herramientas Electricas,Bremen,0,0
BRE7412,Mecha Paleta Tricúspide Madera 30mm - BREMEN,Herramientas Electricas,Bremen,0,0
BRE7413,Mecha Paleta Tricúspide Madera 32mm - BREMEN,Herramientas Electricas,Bremen,0,0
BRE7414,Mecha Paleta Tricúspide Madera 35mm - BREMEN,Herramientas Electricas,Bremen,0,0
BRE7415,Mecha Paleta Tricúspide Madera 38mm - BREMEN,Herramientas Electricas,Bremen,0,0
BRE7416,"Disco Corte 4 1/2"" 115x1.0x22mm Óxido Aluminio x25 Unidades - BREMEN",Discos Abrasivos,Bremen,0,0
BRE7417,"Disco Corte 4 1/2"" 115x1.2x22mm Óxido Aluminio x25 Unidades - BREMEN",Discos Abrasivos,Bremen,0,0
BRE7418,"Disco Corte 4 1/2"" 115x1.6x22mm Óxido Aluminio x1 Unidad - BREMEN",Discos Abrasivos,Bremen,0,0
BRE7419,"Disco Corte 7"" 180x10.6x22mm Óxido Aluminio x10 Unidades - BREMEN",Discos Abrasivos,Bremen,0,0
BRE7420X1,"Disco Corte 9"" 230x1.9x22mm Óxido Aluminio x1 Unidad - BREMEN",Discos Abrasivos,Bremen,0,0
BRE7421,"Pincel Cerda Natural 60% N°10 (1"") - WEMBLEY",Varios,Bremen,0,0
BRE7422,"Pincel Cerda Natural 60% N°15 (1 1/2"") - WEMBLEY",Varios,Bremen,0,0
BRE7423,"Pincel Cerda Natural 60% N°20 (2"") - WEMBLEY",Varios,Bremen,0,0
BRE7424,"Pincel Cerda Natural 60% N°25 (2 1/2"") - WEMBLEY",Varios,Bremen,0,0
BRE7425,"Pincel Cerda Natural 60% N°30 (3"") - WEMBLEY",Varios,Bremen,0,0
BRE7426,"Pincel Cerda Natural 60% N°40 (4"") - WEMBLEY",Varios,Bremen,0,0
BRE7427,"Pincel Premium Cerda Sintética N°10 (1"") - BREMEN",Varios,Bremen,0,0
BRE7428,"Pincel Premium Cerda Sintética N°15 (1 1/2"") - BREMEN",Varios,Bremen,0,0
BRE7429,"Pincel Premium Cerda Sintética N°20 (2"") - BREMEN",Varios,Bremen,0,0
BRE7430,"Pincel Premium Cerda Sintética N°25 (2 1/2"") - BREMEN",Varios,Bremen,0,0
BRE7431,"Pincel Premium Cerda Sintética N°30 (3"") - BREMEN",Varios,Bremen,0,0
BRE7432,"Pincel Premium Cerda Sintética N°40 (4"") - BREMEN",Varios,Bremen,0,0
BRE7439,Pistola Riego 8 Funciones - BREMEN,Varios,Bremen,0,0
BRE7440,Pistola Riego Ajustable - BREMEN,Varios,Bremen,0,0
BRE7441,Inflador de Pie con Manómetro 2 Cilindros - BREMEN,Varios,Bremen,0,0
BRE7442X1,"Boquilla Magnética 1/4""x45mm x1 Unidad - BREMEN",Varios,Bremen,0,0
BRE7443X1,"Boquilla Magnética 1/4""x65mm x1 Unidad - BREMEN",Varios,Bremen,0,0
BRE7444,"Boquilla Magnética 5/16""x45mm x5 Unidades Blister - BREMEN",Varios,Bremen,0,0
BRE7445X1,"Boquilla Magnética 5/16""x65mm x1 Unidad - BREMEN",Varios,Bremen,0,0
BRE7446,"Boquilla Magnética 7/16""x45mm x5 Unidades Blister - BREMEN",Varios,Bremen,0,0
BRE7447X1,"Boquilla Magnética 7/16""x65mm x1 Unidad - BREMEN",Varios,Bremen,0,0
BRE7448x1,"Boquilla Magnética 1/2""x45mm x1 Unidad - BREMEN",Varios,Bremen,0,0
BRE7449X1,"Boquilla Magnética 1/2""x65mm x1 Unidad - BREMEN",Varios,Bremen,0,0
BRE7450,"Boquilla Magnética 1/4""x45mm x5 Unidades Blister - WEMBLEY",Varios,Bremen,0,0
BRE7451X1,"Boquilla Magnética 1/4""x65mm x1 Unidad - BREMEN",Varios,Bremen,0,0
BRE7452,"Boquilla Magnética 5/16""x45mm x5 Unidades Blister - WEMBLEY",Varios,Bremen,0,0
BRE7453,"Boquilla Magnética 5/16""x65mm x5 Unidades Blister - WEMBLEY",Varios,Bremen,0,0
BRE7454,"Boquilla Magnética 7/16""x45mm x5 Unidades Blister - WEMBLEY",Varios,Bremen,0,0
BRE7455,"Boquilla Magnética 7/16""x65mm x5 Unidades Blister - WEMBLEY",Varios,Bremen,0,0
BRE7456,Juego Machos y Terrajas Métrico x40 Piezas Caja Metal - BREMEN,Albañilería,Bremen,0,0
BRE7457,Juego Machos y Terrajas Métrico x60 Piezas Caja Metal - BREMEN,Albañilería,Bremen,0,0
BRE7458,Juego Machos y Terrajas Métrico x110 Piezas Caja Metal - BREMEN,Albañilería,Bremen,0,0
BRE7459X1,"Disco Abrasivo Fibra Gruesa 4 1/2"" x1 Unidad - BREMEN",Discos Abrasivos,Bremen,0,0
BRE7460x1,"Disco Abrasivo Fibra Gruesa 7"" x1 Unidad - BREMEN",Discos Abrasivos,Bremen,0,0
BRE7461,Disco Abrasivo Fibra Gruesa Rueda 75mm Sin Eje - BREMEN,Discos Abrasivos,Bremen,0,0
BRE7462,Disco Abrasivo Fibra Gruesa Rueda 100mm Sin Eje - BREMEN,Discos Abrasivos,Bremen,0,0
BRE7463,Disco Abrasivo Fibra Gruesa Rueda 150mm Sin Eje - BREMEN,Discos Abrasivos,Bremen,0,0
BRE7464,Disco Abrasivo Fibra Gruesa Rueda 75mm Con Eje - BREMEN,Discos Abrasivos,Bremen,0,0
BRE7465,Disco Abrasivo Fibra Gruesa Rueda 100mm Con Eje - BREMEN,Discos Abrasivos,Bremen,0,0
BRE7466,Disco Abrasivo Fibra Gruesa Rueda 150mm con Eje x1 Unidad - BREMEN,Discos Abrasivos,Bremen,0,0
BRE7467,"Disco Abrasivo Fibra Gruesa Eje para Rueda 3"" x1 Unidad - BREMEN",Discos Abrasivos,Bremen,0,0
BRE7468,Kit de Herramientas para Jardín x3 Piezas - BREMEN,Juegos y Sets,Bremen,0,0
BRE7469,Pala para Jardinería Acero Inoxidable x1 Unidad - BREMEN,Varios,Bremen,0,0
BRE7471,Remachadora Neumática x1 Unidad - BREMEN,Varios,Bremen,0,0
BRE7472,Juego de Insertos M5x0.80x6.7mm x10 Unidades - BREMEN,Juegos y Sets,Bremen,0,0
BRE7473,Juego de Insertos M6x1.00x8.0mm x10 Unidades - BREMEN,Juegos y Sets,Bremen,0,0
BRE7474,Juego de Insertos M8x1.25x10.8mm x10 Unidades - BREMEN,Juegos y Sets,Bremen,0,0
BRE7475,Juego de Insertos M10x1.5x13.5mm x10 Unidades - BREMEN,Juegos y Sets,Bremen,0,0
BRE7476,Juego de Insertos M12x1.75x16.3mm x10 Unidades - BREMEN,Juegos y Sets,Bremen,0,0
BRE7477,Mecha Acero Rápido 20.50mm x1 Unidad - BREMEN,Herramientas Electricas,Bremen,0,0
BRE7478,Mecha Acero Rápido 21.00mm x1 Unidad - BREMEN,Herramientas Electricas,Bremen,0,0
BRE7479,Mecha Acero Rápido 21.50mm x1 Unidad - BREMEN,Herramientas Electricas,Bremen,0,0
BRE7480,Mecha Acero Rápido 22.00mm x1 Unidad - BREMEN,Herramientas Electricas,Bremen,0,0
BRE7481,Mecha Acero Rápido 22.50mm x1 Unidad - BREMEN,Herramientas Electricas,Bremen,0,0
BRE7482,Mecha Acero Rápido 23.00mm x1 Unidad - BREMEN,Herramientas Electricas,Bremen,0,0
BRE7483,Mecha Acero Rápido 23.50mm x1 Unidad - BREMEN,Herramientas Electricas,Bremen,0,0
BRE7484,Mecha Acero Rápido 24.00mm x1 Unidad - BREMEN,Herramientas Electricas,Bremen,0,0
BRE7485,Mecha Acero Rápido 24.50mm x1 Unidad - BREMEN,Herramientas Electricas,Bremen,0,0
BRE7486,Mecha Acero Rápido 25.00mm x1 Unidad - BREMEN,Herramientas Electricas,Bremen,0,0
BRE7487,Mecha Escalonada 4-12mm x1 Unidad - BREMEN,Herramientas Electricas,Bremen,0,0
BRE7488,Mecha Escalonada 4-20mm x1 Unidad - BREMEN,Herramientas Electricas,Bremen,0,0
BRE7489,Mecha Escalonada 4-32mm x1 Unidad - BREMEN,Herramientas Electricas,Bremen,0,0
BRE7490,Disco Tungsteno para Madera 115x22.2mm x1 Unidad - BREMEN,Discos Abrasivos,Bremen,0,0
BRE7491,Llave Sacafiltro a Cinta x1 Unidad - BREMEN,Cintas y Precintos,Bremen,0,0
BRE7492,"Ingletadora 12"" 22.5°/45°/90° x1 Unidad - BREMEN",Varios,Bremen,0,0
BRE7493,Repuesto Pistola HVLP 1.4mm (Pico Aguja Boquilla) x1 Unidad - BREMEN,Varios,Bremen,0,0
BRE7494,Repuesto Pistola HVLP 1.7mm (Pico Aguja Boquilla) x1 Unidad - BREMEN,Varios,Bremen,0,0
BRE7495,Repuesto Pistola HVLP 2.0mm (Pico Aguja Boquilla) x1 Unidad - BREMEN,Varios,Bremen,0,0
BRE7496X1,Punta Phillips #2 65mm Magnética Doble x1 Unidad - BREMEN,Varios,Bremen,0,0
BRE7497,Punta Phillips #2 110mm Magnética x2 Unidades - BREMEN,Varios,Bremen,0,0
BRE7498,Luz de Trabajo 54 LED para Motores x1 Unidad - BREMEN,Iluminación,Bremen,0,0
BRE7499,Clavos 10mm Calibre 1.25x1.00mm Caja x5000 Unidades - BREMEN,Medición,Bremen,0,0
BRE7500,Clavos 20mm Calibre 1.25x1.00mm Caja x5000 Unidades - BREMEN,Medición,Bremen,0,0
BRE7501,Clavos 25mm Calibre 1.25x1.00mm Caja x5000 Unidades - BREMEN,Medición,Bremen,0,0
BRE7502,"Cortaperno Profesional 12"" x1 Unidad - BREMEN",Bulonería,Bremen,0,0
BRE7503,"Cortaperno Profesional 14"" x1 Unidad - BREMEN",Bulonería,Bremen,0,0
BRE7505,"Llave para Caño Aluminio 18"" Tipo Petrolera x1 Unidad - BREMEN",Sanitaria,Bremen,0,0
BRE7506,"Llave para Caño Aluminio 24"" Tipo Petrolera x1 Unidad - BREMEN",Sanitaria,Bremen,0,0
BRE7507,"Llave para Caño Aluminio 36"" Tipo Petrolera x1 Unidad - BREMEN",Sanitaria,Bremen,0,0
BRE7508,"Mordaza Inferior para Llave Caño 18"" x1 Unidad - BREMEN",Sanitaria,Bremen,0,0
BRE7509,"Mordaza Superior para Llave Caño 18"" x1 Unidad - BREMEN",Sanitaria,Bremen,0,0
BRE7510,"Tuerca de Ajuste para Llave Caño 18"" x1 Unidad - BREMEN",Bulonería,Bremen,0,0
BRE7511,Destornillador Perillero Plano 3x100mm x1 Unidad - BREMEN,Destornilladores,Bremen,0,0
BRE7512,Destornillador Perillero Plano 3x150mm x1 Unidad - BREMEN,Destornilladores,Bremen,0,0
BRE7513,Destornillador Perillero Plano 4x100mm x1 Unidad - BREMEN,Destornilladores,Bremen,0,0
BRE7514,Destornillador Perillero Plano 4x150mm x1 Unidad - BREMEN,Destornilladores,Bremen,0,0
BRE7515,"Juego Cuchillas Repuesto Cortaperno 12"" x1 Unidad - BREMEN",Bulonería,Bremen,0,0
BRE7516,"Juego Cuchillas Repuesto Cortaperno 14"" x1 Unidad - BREMEN",Bulonería,Bremen,0,0
BRE7517,Soporte Fijación SDS Plus para Sierra Copa Bimetal x1 Unidad - BREMEN,Sierras,Bremen,0,0
BRE7518,"Lijadora Roto-Orbital Neumática 5"" con Bolsa x1 Unidad - BREMEN",Varios,Bremen,0,0
BRE7521,"Lijadora Roto-Orbital Neumática 5"" con Bolsa x1 Unidad - BREMEN",Varios,Bremen,0,0
BRE7524,Mecha Forstner 15mm x1 Unidad - BREMEN,Herramientas Electricas,Bremen,0,0
BRE7525,Mecha Forstner 20mm x1 Unidad - BREMEN,Herramientas Electricas,Bremen,0,0
BRE7526,Mecha Forstner 26mm x1 Unidad - BREMEN,Herramientas Electricas,Bremen,0,0
BRE7527,Mecha Forstner 35mm x1 Unidad - BREMEN,Herramientas Electricas,Bremen,0,0
BRE7528,Mecha Forstner 50mm x1 Unidad - BREMEN,Herramientas Electricas,Bremen,0,0
BRE7529,"Mordaza Inferior para Llave Caño 24"" x1 Unidad - BREMEN",Sanitaria,Bremen,0,0
BRE7530,"Mordaza Superior para Llave Caño 24"" x1 Unidad - BREMEN",Sanitaria,Bremen,0,0
BRE7531,"Tuerca de Ajuste para Llave Caño 24"" x1 Unidad - BREMEN",Bulonería,Bremen,0,0
BRE7532,"Mordaza Inferior para Llave Caño 36"" x1 Unidad - BREMEN",Sanitaria,Bremen,0,0
BRE7533,"Mordaza Superior para Llave Caño 36"" x1 Unidad - BREMEN",Sanitaria,Bremen,0,0
BRE7534,"Tuerca de Ajuste para Llave Caño 36"" x1 Unidad - BREMEN",Bulonería,Bremen,0,0
BRE7535,Broca Diamantada 5mm para Vidrio y Porcelanato x2 Unidades - BREMEN,Herramientas Electricas,Bremen,0,0
BRE7536,Broca Diamantada 6mm para Vidrio y Porcelanato x2 Unidades Blister - BREMEN,Herramientas Electricas,Bremen,0,0
BRE7537,Broca Diamantada 8mm para Vidrio y Porcelanato x2 Unidades - BREMEN,Herramientas Electricas,Bremen,0,0
BRE7538,Broca Diamantada 10mm para Vidrio y Porcelanato x2 Unidades - BREMEN,Herramientas Electricas,Bremen,0,0
BRE7539,Broca Diamantada 12mm para Vidrio y Porcelanato x2 Unidades - BREMEN,Herramientas Electricas,Bremen,0,0
BRE7540,Candado Aluminio 30mm Traba Doble x1 Unidad - BREMEN,Bocallaves y Dados,Bremen,0,0
BRE7541,Candado Aluminio 40mm Traba Doble x1 Unidad - BREMEN,Bocallaves y Dados,Bremen,0,0
BRE7542,Candado Aluminio 50mm Traba Doble x1 Unidad - BREMEN,Bocallaves y Dados,Bremen,0,0
BRE7543,Candado Aluminio 60mm Traba Doble x1 Unidad - BREMEN,Bocallaves y Dados,Bremen,0,0
BRE7544,Candado Aluminio Aro Largo 30mm Traba Doble x1 Unidad - BREMEN,Bocallaves y Dados,Bremen,0,0
BRE7545,Candado Aluminio Aro Largo 40mm Traba Doble x1 Unidad - BREMEN,Bocallaves y Dados,Bremen,0,0
BRE7546,Candado Aluminio Aro Largo 50mm Traba Doble x1 Unidad - BREMEN,Bocallaves y Dados,Bremen,0,0
BRE7547,Trípode Profesional 1.7m con Bolso x1 Unidad - BREMEN,Varios,Bremen,0,0
BRE7548,Mecha Biseladora para Madera 3mm x1 Unidad - BREMEN,Herramientas Electricas,Bremen,0,0
BRE7549,Mecha Biseladora para Madera 4mm x1 Unidad - BREMEN,Herramientas Electricas,Bremen,0,0
BRE7550,Mecha Biseladora para Madera 5mm x1 Unidad - BREMEN,Herramientas Electricas,Bremen,0,0
BRE7551,Mecha Biseladora para Madera 6mm x1 Unidad - BREMEN,Herramientas Electricas,Bremen,0,0
BRE7552,Mecha Biseladora para Madera 8mm x1 Unidad - BREMEN,Herramientas Electricas,Bremen,0,0
BRE7597,Juego de Mecha Biseladora para Madera x5 Piezas (3-8mm) - BREMEN,Herramientas Electricas,Bremen,0,0
BRE7598,Mecha para Madera 3mm x1 Unidad - BREMEN,Herramientas Electricas,Bremen,0,0
BRE7599,"Disco Diamantado 4 1/2"" para Corte Metal x1 Unidad - BREMEN",Discos Abrasivos,Bremen,0,0
BRE7601,"Disco Lija Anti-Empaste G40 para Lijadora Orbital 5"" x1 Unidad - BREMEN",Discos Abrasivos,Bremen,0,0
BRE7602,"Disco Lija Anti-Empaste G60 para Lijadora Orbital 5"" x20 Unid - BREMEN",Discos Abrasivos,Bremen,0,0
BRE7603X1,"Disco Lija Anti-Empaste G80 para Lijadora Orbital 5"" x1 Unidad - BREMEN",Discos Abrasivos,Bremen,0,0
BRE7604,"Disco Lija Anti-Empaste G100 para Lijadora Orbital 5"" x20 Unid - BREMEN",Discos Abrasivos,Bremen,0,0
BRE7605X1,"Disco Lija Anti-Empaste G120 para Lijadora Orbital 5"" x1 Unidad - BREMEN",Discos Abrasivos,Bremen,0,0
BRE7606,"Disco Lija Anti-Empaste G150 para Lijadora Orbital 5"" x20 Unid - BREMEN",Discos Abrasivos,Bremen,0,0
BRE7607,"Disco Lija Anti-Empaste G180 para Lijadora Orbital 5"" x20 Unid - BREMEN",Discos Abrasivos,Bremen,0,0
BRE7608,"Disco Lija Anti-Empaste G220 para Lijadora Orbital 5"" x20 Unid - BREMEN",Discos Abrasivos,Bremen,0,0
BRE7609X1,"Disco Lija Anti-Empaste G240 para Lijadora Orbital 5"" x1 Unidad - BREMEN",Discos Abrasivos,Bremen,0,0
BRE7610,"Disco Lija Anti-Empaste G320 para Lijadora Orbital 5"" x20 Unid - BREMEN",Discos Abrasivos,Bremen,0,0
BRE7611,"Disco Lija Anti-Empaste G400 para Lijadora Orbital 5"" x20 Unid - BREMEN",Discos Abrasivos,Bremen,0,0
BRE7612,Cinta Métrica Autofrenante 3mx19mm x1 Unidad - BREMEN,Cintas y Precintos,Bremen,0,0
BRE7613,Cinta Métrica Autofrenante 5mx25mm x1 Unidad - BREMEN,Cintas y Precintos,Bremen,0,0
BRE7614,Cinta Métrica Autofrenante 8mx25mm - BREMEN,Cintas y Precintos,Bremen,0,0
BRE7615,Pistola Pintar de Alta 1L - BREMEN,Varios,Bremen,0,0
BRE7616,Juego Mecha Paleta Tricúspide Madera x6 Piezas (10-25mm) - BREMEN,Herramientas Electricas,Bremen,0,0
BRE7617,"Disco Corte 3"" (Alta Velocidad) x10 Unidades - BREMEN",Discos Abrasivos,Bremen,0,0
BRE7618,Juego Fresa Router x6 Piezas - BREMEN,Juegos y Sets,Bremen,0,0
BRE7619,Juego Fresa Router x12 Piezas - BREMEN,Juegos y Sets,Bremen,0,0
BRE7620,Juego Fresa Router x24 Piezas - BREMEN,Juegos y Sets,Bremen,0,0
BRE7621,"Fresa Router Enrasar 1/4""x1/2""x1/2 - BREMEN",Varios,Bremen,0,0
BRE7622,"Fresa Router Enrasar 1/4""x3/8""x1 - BREMEN",Varios,Bremen,0,0
BRE7623,"Fresa Router Enrasar 1/4""x1/2""x1 - BREMEN",Varios,Bremen,0,0
BRE7624,"Fresa Router Ranurar en V 1/4""x3/8 - BREMEN",Varios,Bremen,0,0
BRE7625,"Fresa Router Ranurar en V 1/4""x1/2 - BREMEN",Varios,Bremen,0,0
BRE7626,"Fresa Router Ranurar en V 1/4""x7/8 - BREMEN",Varios,Bremen,0,0
BRE7627,"Fresa Router Redondear 1/4""x1 - BREMEN",Varios,Bremen,0,0
BRE7628,"Fresa Router Redondear 1/4""x1 1/4"" - BREMEN",Varios,Bremen,0,0
BRE7629,"Fresa Router Redondear 1/4""x1 1/2"" - BREMEN",Varios,Bremen,0,0
